FacilityId,County,FacilityName,ReportedDate,ReportingYear,TotalServiceConnections,WholesaleConnections,RetailConnections,ServicesLead,ServicesUnknownMaterial,ServicesCopperLeadSolder,ServicesGalvanized,ServicesUnknownNotLead,ServicesCopperNonLeadSolder,ServicesCastDuctileIronTransite,ServicesPlastic,NAME,OBJECTID_1,NAME_1,CLASS_1,POP2012_1,FAC_TYPE,FAC_X,FAC_Y,SOURCE,SOURCE_2,SW_TYPE,SW_ORIGIN,GW_TYPE,GW_ORIGIN,BUYS_FROM,SELLER_FAC,SELLER_X,SELLER_Y,REPORTED_P,SS_2012_GA,P_2012_GAL,TOTAL_2012,SS_2012_MG,P_2012_MGD,Shape_Leng,Shape_Area
IL1370250,Morgan,Lynnville (PWS),5/6/19 14:56,2018,55,0,55,0,0,20,0,0,23,0,12,Lynnville,1089,Lynnville,village,119,municipality,2763226.442,2425772.822,mixed,mixed,reservoir,Lake Mauvaise Terre,sand and gravel,Illinois River Alluvial Aquifer,South Jacksonville,IL1370400,2795956.452,2431594.058,YES,0,4313300,4313300,0,0.011809172,6571.798903,2173948.37
IL0311680,Cook,Lynwood (PWS),8/21/19 0:00,2018,2658,0,2658,0,0,0,0,0,2658,0,0,Lynwood,824,Lynwood,village,9191,municipality,3529799.545,3098421.164,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Lansing,IL0311590,3531745.509,3112650.606,YES,0,268204000,268204000,0,0.734302533,125208.7415,149732586.4
IL0311710,Cook,Lyons (PWS),4/18/19 9:17,2018,2704,0,2704,631,25,1734,314,0,0,0,0,Lyons,738,Lyons,village,10800,municipality,3456231.485,3199724.325,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Brookfield-N Riverside Water Comm,IL0315130,3459000,3212000,YES,0,415683000,415683000,0,1.138078029,43869.04156,61971609
IL0554640,Franklin,Macedonia (PWS),4/15/19 12:14,2018,65,0,65,0,65,0,0,0,0,0,0,Macedonia,114,Macedonia,village,63,municipality,3227610.391,1834051.242,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,5528800,5528800,0,0.015137029,10942.33053,7469647.671
IL1790350,Tazewell,Mackinaw (PWS),3/14/19 10:38,2018,1341,0,1341,25,0,0,84,0,435,0,797,Mackinaw,366,Mackinaw,village,2234,municipality,3037849.621,2731777.831,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,86021712,0,86021712,0.235514612,0,50519.71405,37987083.81
IL1090350,McDonough,Macomb (PWS),1/11/19 8:45,2018,5860,3,5857,137,5557,0,2,0,133,0,31,Macomb,316,Macomb,city,19394,municipality,2674765.082,2709109.067,mixed,mixed,reservoir,Spring Lake,mixed shallow bedrock and c-o sandstone,,,,,,YES,970162268,0,970162268,2.656159529,0,312790.3966,306934971.3
IL1150250,Macon,Macon (PWS),4/11/19 14:38,2018,626,1,625,0,455,0,3,0,161,4,3,Macon,1273,Macon,city,1153,municipality,3140919.882,2434348.62,groundwater,groundwater,,,sand and gravel,,,,,,YES,57189812,0,57189812,0.156577172,0,64586.0773,39323629.38
IL1330200,Monroe,Maeystown (PWS),3/31/19 10:46,2018,142,0,142,0,135,0,0,0,3,0,4,Maeystown,2,Maeystown,village,156,municipality,2790695.432,1897060.024,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,24746.67083,8235552.936
IL1550200,Putnam,Magnolia (PWS),4/15/19 13:46,2018,111,0,111,0,0,0,0,0,6,0,105,Magnolia,560,Magnolia,village,256,municipality,3083449.84,2942453.314,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,NO,,,,,,13474.27376,8989215.156
IL0190450,Champaign,Mahomet (PWS),3/15/19 13:46,2018,2408,0,2408,0,0,830,12,0,815,15,736,Mahomet,1004,Mahomet,village,7576,municipality,3315808.865,2604712.443,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,223881000,0,223881000,0.612952772,0,249905.7618,250538354.5
IL0110550,Bureau,Malden (PWS),5/9/19 6:29,2018,155,0,155,10,80,15,10,0,0,0,40,Malden,501,Malden,village,355,municipality,3035557.625,3055091.348,groundwater,groundwater,,,sand and gravel,Sankoty Aquifer,,,,,NO,,,,,,13809.2752,7590548.159
IL0370350,DeKalb,Malta (PWS),3/21/19 9:53,2018,436,0,436,5,0,0,0,0,428,0,3,Malta,577,Malta,village,1169,municipality,3172685.606,3238018.696,groundwater,groundwater,,,c-o sandstone,,,,,,YES,39795900,0,39795900,0.108955236,0,31771.30729,16790596.11
IL1710250,Scott,Manchester (PWS),5/21/19 11:32,2018,120,0,120,0,74,0,2,0,29,0,15,Manchester,1082,Manchester,village,261,municipality,2767133.136,2373783.535,mixed,mixed,reservoir,Lake Mauvaise Terre,sand and gravel,Illinois River Alluvial Aquifer,SMG Water Coop,IL1370030,2775033.947,2365792.149,YES,0,6891000,6891000,0,0.01886653,21653.22861,29292555.06
IL1970550,Will,Manhattan (PWS),3/13/19 10:36,2018,2883,0,2883,0,0,0,0,0,2883,0,0,Manhattan,815,Manhattan,village,7077,municipality,3412640.743,3058427.511,groundwater,groundwater,,,c-o sandstone,,,,,,YES,230075822,0,230075822,0.62991327,0,193876.6532,181407270.3
IL1250300,Mason,Manito (PWS),3/18/19 10:24,2018,736,0,736,0,0,0,110,0,442,0,184,Manito,344,Manito,village,1687,municipality,2922221.543,2691084.465,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,NO,,,,,,44431.73001,39760274.13
IL0110600,Bureau,Manlius (PWS),4/15/19 13:46,2018,170,0,170,8,0,0,0,0,80,0,82,Manlius,500,Manlius,village,357,municipality,2953882.832,3066076.145,groundwater,groundwater,,,sand and gravel,Green River Lowlands,,,,,YES,14489500,0,14489500,0.039670089,0,16453.90245,8458556.335
IL1470300,Piatt,Mansfield (PWS),4/13/19 19:37,2018,479,0,479,0,0,0,30,108,212,0,129,Mansfield,881,Mansfield,village,893,municipality,3275319.399,2616651.777,groundwater,groundwater,,,sand and gravel,,,,,,YES,30681500,0,30681500,0.084001369,0,24104.31611,15242661.84
IL0890500,Kane,Maple Park (PWS),3/15/19 8:41,2018,524,0,524,0,524,0,0,0,0,0,0,Maple Park,614,Maple Park,village,1339,municipality,3242261.355,3228008.085,groundwater,groundwater,,,c-o sandstone,,,,,,YES,33752000,0,33752000,0.09240794,0,78313.66215,65138864.71
IL1430500,Peoria,Mapleton (PWS),4/2/19 11:00,2018,119,0,119,0,0,1,0,0,0,0,118,Mapleton,335,Mapleton,village,265,municipality,2939194.177,2745919.797,mixed,mixed,river,Illinois River,sand and gravel,Sankoty Aquifer,T-L Water District,IL1430030,2913189.407,2742256.23,NO,,,,,,50536.12047,25050944.04
IL0950350,Knox,Maquon (PWS),5/9/19 13:10,2018,166,0,166,0,0,0,0,0,166,0,0,Maquon,281,Maquon,village,282,municipality,2816934.12,2828377.314,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,11214.51159,4383890.19
IL1110650,McHenry,Marengo (PWS),5/1/19 15:40,2018,2572,0,2572,215,164,100,125,0,1897,0,71,Marengo,594,Marengo,city,7822,municipality,3241054.468,3354622.407,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,122194.0434,138576991.3
IL0570030,Fulton,Marietta (PWS),4/14/19 16:13,2018,232,0,232,0,0,0,0,0,23,0,209,Marietta,265,Marietta,village,111,municipality,2752950.287,2720751.319,groundwater,groundwater,,,sand and gravel,,Prairie City,IL1090400,2733529.098,2765017.094,YES,0,8600000,8600000,0,0.023545517,10998.31743,7543052.485
IL1190700,Madison,Marine (PWS),4/12/19 9:20,2018,482,0,482,0,254,0,14,0,160,0,54,Marine,1205,Marine,village,945,municipality,2921151.766,2099285.343,surface water,surface water,river,Mississippi River,,,Bond-Madison Water,IL0050020,2952034,2125342,YES,0,27635000,27635000,0,0.075660507,27590.74509,19553070.68
IL1990550,Williamson,Marion (PWS),3/19/19 8:33,2018,9940,0,9940,0,9749,0,18,0,46,0,127,Marion,70,Marion,city,17171,municipality,3162730.331,1716867.523,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,689924000,689924000,0,1.888908966,710063.9483,447332223
IL1630750,St. Clair,Marissa (PWS),6/28/19 13:23,2018,844,0,844,0,379,0,23,0,322,0,120,Marissa,28,Marissa,village,1895,municipality,2926270.2,1905938.614,surface water,surface water,river,Kaskaskia River,,,Kaskaskia Water District,IL1635110,2915525.799,1916945.241,YES,0,50927000,50927000,0,0.139430527,66501.97652,97225445.45
IL1550250,Putnam,Mark (PWS),3/29/19 10:27,2018,230,0,230,0,0,0,0,0,160,0,70,Mark,559,Mark,village,593,municipality,3066955.605,2996195.147,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,YES,18609000,0,18609000,0.050948665,0,54510.69682,31140905.17
IL0311770,Cook,Markham (PWS),5/24/19 13:15,2018,4090,0,4090,1000,0,0,90,0,3000,0,0,Markham,846,Markham,city,12809,municipality,3492602.881,3123501.767,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Mid-Mark Water Commission,IL0310230,3489000,3133000,YES,0,561643000,561643000,0,1.53769473,80670.80155,146650103.8
IL1150300,Macon,Maroa (PWS),4/10/19 14:36,2018,853,0,853,0,504,327,4,0,0,0,18,Maroa,896,Maroa,city,1871,municipality,3151452.994,2552204.024,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,59337324,0,59337324,0.162456739,0,50836.11651,49048833.61
IL1790400,Tazewell,Marquette Heights (PWS),4/23/19 12:06,2018,1166,0,1166,0,0,0,0,0,1111,0,55,Marquette Heights,365,Marquette Heights,city,2782,municipality,2971195.151,2761609.458,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,63122000,0,63122000,0.172818617,0,33354.63223,27251083.86
IL0990500,LaSalle,Marseilles (PWS),3/14/19 12:59,2018,2198,0,2198,18,2162,0,10,0,5,0,3,Marseilles,566,Marseilles,city,5068,municipality,3218320.772,3021871.957,groundwater,groundwater,,,mixed shallow bedrock and c-o sandstone,,,,,,YES,153083000,0,153083000,0.419118412,0,212968.7085,254297896.6
IL0230100,Clark,Marshall (PWS),5/6/19 14:08,2018,2209,3,2206,0,0,0,992,0,0,0,1217,Marshall,143,Marshall,city,3977,municipality,3505606.008,2323165.362,groundwater,groundwater,,,sand and gravel,,,,,,YES,217297500,0,217297500,0.594928131,0,165107.0291,103099453.6
IL0230150,Clark,Martinsville (PWS),3/14/19 13:09,2018,591,0,591,0,0,0,0,0,589,0,2,Martinsville,142,Martinsville,city,1131,municipality,3455404.307,2302874.542,groundwater,groundwater,,,sand and gravel,,Marshall,IL0230100,3505606.008,2323165.362,YES,0,44072500,44072500,0,0.120663929,77010.90042,57453345.14
IL0750600,Iroquois,Martinton (PWS),9/16/19 10:56,2018,147,0,147,0,0,0,0,147,0,0,0,Martinton,981,Martinton,village,370,municipality,3487734.215,2875033.07,groundwater,groundwater,,,shallow bedrock,Mahomet Aquifer,,,,,YES,10301000,0,10301000,0.028202601,0,11999.13454,7612467.211
IL1190750,Madison,Maryville (PWS),3/26/19 8:26,2018,4297,0,4297,0,200,812,407,0,0,0,2878,Maryville,1173,Maryville,village,7605,municipality,2868345.965,2077501.349,groundwater,groundwater,,,sand and gravel,American Bottoms,,,,,YES,347643000,0,347643000,0.951794661,0,155479.4528,149384098.3
IL1630800,St. Clair,Mascoutah (PWS),4/11/19 14:59,2018,3584,0,3584,17,0,42,0,2264,287,0,974,Mascoutah,1182,Mascoutah,city,7571,municipality,2913453.898,2002248.073,surface water,surface water,river,Kaskaskia River,,,S L M Water Commission (SLM),IL1635090,2928127.578,1968519.053,YES,0,196506090,196506090,0,0.538004353,147224.6878,266020947.2
IL1250350,Mason,Mason City (PWS),3/15/19 10:35,2018,1152,0,1152,0,0,0,331,151,667,2,1,Mason City,388,Mason City,city,2399,municipality,2945257.354,2611868.711,groundwater,groundwater,,,sand and gravel,,,,,,YES,80904000,0,80904000,0.22150308,0,41594.35169,27957597.64
IL1310200,Mercer,Matherville (PWS),4/2/19 13:20,2018,308,0,308,0,0,280,0,0,10,0,18,Matherville,434,Matherville,village,718,municipality,2697525.338,2996898.788,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,15062.43543,11027005.92
IL0311800,Cook,Matteson (PWS),6/13/19 14:53,2018,6661,1,6660,631,6030,0,0,0,0,0,0,Matteson,833,Matteson,village,19247,municipality,3479649.954,3085235.441,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Oak Lawn,IL0312220,3474939.421,3164438.128,YES,0,633757000,633757000,0,1.735132101,164550.3449,258519706.9
IL0290250,Coles,Mattoon-PWS,4/15/19 8:49,2018,7927,4,7923,0,7453,3,6,443,8,7,7,Mattoon-PWS,1314,Mattoon,city,18572,municipality,3317546.632,2352601.855,surface water,surface water,reservoir,"Paradise Lake, Lake Mattoon",,,,,,,YES,797400000,0,797400000,2.183162218,0,330304.9931,285218488.6
IL0311830,Cook,Maywood (PWS),9/23/19 11:46,2018,6235,250,5985,3735,0,2000,0,0,500,0,0,Maywood,768,Maywood,village,23821,municipality,3449007.273,3224177.454,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-North,IL0316000,3493000,3230000,NO,,,,,,50705.37748,75205351.44
IL0630500,Grundy,Mazon (PWS),4/15/19 12:04,2018,431,0,431,0,301,0,1,0,96,2,31,Mazon,570,Mazon,village,1014,municipality,3294699.531,2990379.263,groundwater,groundwater,,,sand and gravel,,,,,,YES,36465800,0,36465800,0.099837919,0,22602.49376,16461874.26
IL0311740,Cook,Mc Cook (PWS),5/23/19 15:32,2018,180,5,175,0,70,0,53,0,52,5,0,Mc Cook,737,McCook,village,210,municipality,3450396.584,3193765.126,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-North,IL0316000,3493000,3230000,YES,0,2016129000,2016129000,0,5.51986037,46231.4035,72830147.11
IL1110600,McHenry,McHenry (PWS),4/12/19 12:57,2018,8013,1,8012,80,7267,659,7,0,0,0,0,McHenry,199,McHenry,city,27301,municipality,3324994.934,3388722.421,groundwater,groundwater,,,sand and gravel,,,,,,YES,792999000,0,792999000,2.171112936,0,295414.7068,419826237.3
IL1130850,McLean,Mc Lean (PWS),3/14/19 11:37,2018,367,0,367,0,0,0,0,0,367,0,0,Mc Lean,909,McLean,village,848,municipality,3091480.311,2653042.909,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,30106500,0,30106500,0.082427105,0,17661.97551,11970923
IL0650200,Hamilton,Mc Leansboro (PWS),5/2/19 10:52,2018,1431,0,1431,0,1299,63,26,0,0,0,43,Mc Leansboro,38,McLeansboro,city,2901,municipality,3275763.938,1849903.646,surface water,surface water,reservoir,Rend Lake,,,Rend Lake Inter-City Water System,IL0555100,3156727.94,1832380.974,YES,0,75708182,75708182,0,0.207277706,94242.0134,75663014.11
IL1550150,Putnam,Mcnabb (PWS),4/15/19 13:47,2018,140,0,140,0,0,0,27,0,0,0,113,Mcnabb,561,McNabb,village,280,municipality,3079693.872,2964920.188,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,12809.04175,5492441.646
IL0710250,Henderson,Media (PWS),6/26/19 11:06,2018,53,0,53,0,0,0,0,0,0,0,53,Media,329,Media,village,110,municipality,2632758.262,2820096.539,groundwater,groundwater,,,sand and gravel,,Dallas Rural Water District,IL0710010,2557578.889,2782733.124,YES,0,358000,358000,0,0.000980151,31025.73442,46852551.05
IL1170550,Macoupin,Medora (PWS),3/14/19 11:15,2018,243,0,243,0,2,30,0,0,178,2,31,Medora,1095,Medora,village,420,municipality,2819184.418,2240845.929,mixed,mixed,river,Mississippi River,sand and gravel,,Jersey Rural Water Co,IL0835300,2771136.981,2219349.003,YES,0,13527800,13527800,0,0.037037098,17478.21771,10454244.59
IL0311860,Cook,Melrose Park (PWS),4/5/19 11:09,2018,5347,0,5347,2674,0,0,0,1069,1604,0,0,Melrose Park,767,Melrose Park,village,25596,municipality,3443395.287,3232457.493,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-North,IL0316000,3493000,3230000,YES,0,4931623840,4931623840,0,13.50205021,85590.91666,117139408
IL0530200,Ford,Melvin (PWS),3/14/19 8:17,2018,90,0,90,0,50,0,0,0,30,0,10,Melvin,967,Melvin,village,496,municipality,3345833.817,2747730.397,groundwater,groundwater,,,sand and gravel,,Lake Iroquois Association,IL0755200,3387682.35,2734662.99,YES,13865900,11730278,25596178,0.037962765,0.032115751,16242.09338,9224339.421
IL0010500,Adams,Mendon (PWS),4/15/19 15:01,2018,435,0,435,0,0,0,5,0,420,0,10,Mendon,240,Mendon,village,985,municipality,2503041.738,2575805.215,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,Clayton-Camp Point Water Commission,IL0015200,2579498.589,2556907.528,YES,0,34764300,34764300,0,0.095179466,29513.04835,23694181.96
IL0990550,LaSalle,Mendota (PWS),4/15/19 13:58,2018,2874,0,2874,5,2869,0,0,0,0,0,0,Mendota,525,Mendota,city,7273,municipality,3103424.578,3101472.243,groundwater,groundwater,,,sand and gravel,,,,,,YES,375409000,0,375409000,1.027813826,0,178654.3182,140655747.7
IL1370300,Morgan,Meredosia (PWS),4/2/19 10:36,2018,500,0,500,0,0,0,0,0,450,0,50,Meredosia,305,Meredosia,village,1156,municipality,2704744.218,2479062.274,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,26521.97775,24003156.53
IL0311890,Cook,Merrionette Park (PWS),4/15/19 19:15,2018,569,1,568,125,1,410,0,0,32,1,0,Merrionette Park,845,Merrionette Park,village,1997,municipality,3489190.021,3152843.605,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Chicago-South,IL0316000,3510000,3182000,YES,0,66854270,66854270,0,0.183037016,15908.15865,10364829.21
IL2030350,Woodford,Metamora (PWS),3/20/19 12:45,2018,1726,0,1726,0,73,552,17,0,0,10,1074,Metamora,261,Metamora,village,3726,municipality,3036249.344,2826880.687,groundwater,groundwater,,,sand and gravel,,,,,,YES,124197000,0,124197000,0.340032854,0,77900.68793,60792922.5
IL0450250,Edgar,Metcalf (PWS),3/21/19 21:31,2018,75,0,75,0,0,0,0,0,0,0,75,Metcalf,1028,Metcalf,village,186,municipality,3472449.116,2470383.275,groundwater,groundwater,,,sand and gravel,,,,,,YES,4561000,0,4561000,0.012487337,0,21033.29735,18932182.89
IL1270150,Massac,Metropolis (PWS),4/11/19 15:32,2018,2756,0,2756,0,0,120,1930,0,0,0,706,Metropolis,41,Metropolis,city,6524,municipality,3234608.766,1506103.793,groundwater,groundwater,,,mixed sand and gravel and shallow bedrock,,,,,,YES,493339000,0,493339000,1.350688569,0,157078.2833,165065217.3
IL1070500,Logan,Middletown (PWS),4/9/19 14:15,2018,200,0,200,0,200,0,0,0,0,0,0,Middletown,379,Middletown,village,343,municipality,2974644.685,2575133.403,groundwater,groundwater,,,sand and gravel,,,,,,NO,,,,,,15490.80797,6619383.611
IL0311920,Cook,Midlothian (PWS),5/23/19 15:05,2018,4951,0,4951,397,1077,0,326,0,3150,0,1,Midlothian,844,Midlothian,village,14694,municipality,3483325.132,3132522.417,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Mid-Mark Water Commission,IL0310230,3489000,3133000,YES,0,452626000,452626000,0,1.23922245,59059.54952,77892988.04
IL1610400,Rock Island,Milan (PWS),3/25/19 13:46,2018,2737,0,2737,2,2635,94,0,0,0,0,6,Milan,440,Milan,village,5104,municipality,2709449.81,3062277.91,mixed,mixed,river,Mississippi River,mixed shallow bedrock and c-o sandstone,,Rock Island,IL1610650,2710038.624,3079665.856,YES,137287932,43428132,180716064,0.375873873,0.118899745,138016.803,178512181
IL0750650,Iroquois,Milford (PWS),4/16/19 6:41,2018,634,0,634,19,615,0,0,0,0,0,0,Milford,218,Milford,village,1338,municipality,3498110.819,2770961.317,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,57440000,0,57440000,0.157262149,0,34402.62703,17773767.5
IL1930300,White,Mill Shoals (PWS),3/13/19 20:38,2018,125,0,125,0,52,13,5,0,2,0,53,Mill Shoals,122,Mill Shoals,village,220,municipality,3329063.224,1905507.743,mixed,mixed,reservoir,Rend Lake,sand and gravel,Wabash River Alluvial Aquifer,"Burnt Prairie, Hamilton County Water District","IL1930300, IL0651000",3354647.518,1907336.413,NO,,,,,,33896.26786,21802736.27
IL0150150,Carroll,Milledgeville (PWS),3/15/19 14:51,2018,548,0,548,0,54,0,1,0,477,0,16,Milledgeville,468,Milledgeville,village,1080,municipality,2925629.037,3250619.124,groundwater,groundwater,,,c-o sandstone,,,,,,YES,31856000,0,31856000,0.087216975,0,24870.22399,19175733.06
IL1630850,St. Clair,Millstadt (PWS),3/25/19 14:55,2018,1888,0,1888,5,5,1302,6,0,170,0,400,Millstadt,1181,Millstadt,village,4047,municipality,2833701.199,1980988.006,surface water,surface water,river,Mississippi River,,,Illinois American - East St Louis,IL1635040,2807407.668,2040672.564,NO,,,,,,131696.2175,98580090.47
IL1490450,Pike,Milton (PWS),4/12/19 15:22,2018,129,0,129,0,0,0,0,0,65,0,64,Milton,1077,Milton,village,272,municipality,2677534.09,2382815.408,groundwater,groundwater,,,sand and gravel,,Pike County PWD No. 1,IL1495000,2613554.811,2403826.871,YES,9770000,306000,10076000,0.026748802,0.000837782,15881.01819,10421301.94
IL0110650,Bureau,Mineral (PWS),4/29/19 13:03,2018,110,0,110,0,0,30,0,0,70,0,10,Mineral,499,Mineral,village,230,municipality,2908151.704,3039824.128,groundwater,groundwater,,,shallow bedrock,,,,,,NO,,,,,,16937.65349,9608401.868
IL1790450,Tazewell,Minier (PWS),3/14/19 10:42,2018,619,0,619,0,0,0,93,0,370,0,156,Minier,364,Minier,village,1256,municipality,3051563.494,2695569.659,groundwater,groundwater,,,sand and gravel,Mahomet Aquifer,,,,,YES,36344000,0,36344000,0.099504449,0,21429.698,17119769.89
IL2030400,Woodford,Minonk (PWS),3/15/19 11:49,2018,1039,0,1039,0,1026,0,0,0,10,0,3,Minonk,945,Minonk,city,2123,municipality,3126343.709,2869140.907,groundwater,groundwater,,,c-o sandstone,,,,,,YES,81635000,0,81635000,0.223504449,0,54007.8671,66843854.77
IL0630550,Grundy,Minooka (PWS),5/17/19 14:12,2018,4325,0,4325,0,0,860,0,0,3465,0,0,Minooka,807,Minooka,village,11302,municipality,3333014.689,3065593.148,groundwater,groundwater,,,mixed sand and gravel and c-o sandstone,,,,,,YES,3327859000,0,3327859000,9.111181383,0,261456.2783,263198268.6
IL1170600,Macoupin,Modesto (PWS),5/20/19 8:21,2018,108,0,108,0,18,0,0,0,0,0,90,Modesto,1121,Modesto,village,192,municipality,2865172.03,2350089.623,surface water,surface water,reservoir,Palmyra-Modesto Lake,,,Palmyra Modesto Water Commission,IL1175150,2869880.426,2336246.077,YES,0,4640000,4640000,0,0.012703628,17645.13838,15426198.68
IL1970600,Will,Mokena (PWS),3/18/19 14:09,2018,71,0,71,0,0,0,0,0,71,0,0,Mokena,814,Mokena,village,18843,municipality,3441834.921,3097909.063,surface water,Lake Michigan,Lake Michigan,Lake Michigan,,,Tinley Park,IL0314910,3461757.69,3110870.499,YES,480000,653316000,653796000,0.001314168,1.788681725,293660.6144,245681543.8
IL1610450,Rock Island,Moline (PWS),4/13/19 9:11,2018,17076,1,17075,1582,6980,0,1179,0,6846,489,0,Moline,446,Moline,city,43680,municipality,2729128.967,3079996.149,surface water,surface water,river,Mississippi River,,,,,,,YES,1986475000,0,1986475000,5.438672142,0,289422.999,460163969.2
